ID,CN_Key,CN_Code,Name
9090,630500000080,6305,"Sacks and bags, of a kind used for the packin"
9106,630600000080,6306,"Tarpaulins, awnings and sunblinds; tents; sai"
9116,630700000080,6307,"Other made-up articles, including dress patte"
9133,631000000080,6310,"Used or new rags, scrap twine, cordage, rope"
9138,640100000080,6401,Waterproof footwear with outer soles and uppe
9145,640200000080,6402,Other footwear with outer soles and uppers of
9172,640300000080,6403,"Footwear with outer soles of rubber, plastics"
9246,640400000080,6404,"Footwear with outer soles of rubber, plastics"
9255,640500000080,6405,Other footwear
9265,640600000080,6406,Parts of footwear (including uppers whether o
9286,650600000080,6506,"Other headgear, whether or not lined or trimm"
9297,660100000080,6601,Umbrellas and sun umbrellas (including walkin
9305,660300000080,6603,"Parts, trimmings and accessories of articles"
9312,670200000080,6702,"Artificial flowers, foliage and fruit and par"
9316,670400000080,6704,"Wigs, false beards, eyebrows and eyelashes, s"
9325,680200000080,6802,Worked monumental or building stone (except s
9343,680400000080,6804,"Millstones, grindstones, grinding wheels and"
9357,680500000080,6805,Natural or artificial abrasive powder or grai
9361,680600000080,6806,"Slag-wool, rock-wool and similar mineral wool"
9367,680700000080,6807,Articles of asphalt or of similar material (f
9371,680900000080,6809,Articles of plaster or of compositions based
9376,681000000080,6810,"Articles of cement, of concrete or of artific"
9385,681100000080,6811,"Articles of asbestos-cement, of cellulose fib"
9391,681200000080,6812,Fabricated asbestos fibres; mixtures with a b
9402,681300000080,6813,Friction material and articles thereof (for e
9407,681400000080,6814,"Worked mica and articles of mica, including a"
9410,681500000080,6815,Articles of stone or of other mineral substan
9421,690200000080,6902,"Refractory bricks, blocks, tiles and similar"
9429,690300000080,6903,"Other refractory ceramic goods (for example,"
9438,690400000080,6904,"Ceramic building bricks, flooring blocks, sup"
9441,690500000080,6905,"Roofing tiles, chimney pots, cowls, chimney l"
9445,690700000080,6907,"Ceramic flags and paving, hearth or wall tile"
9452,690900000080,6909,"Ceramic wares for laboratory, chemical or oth"
9458,691000000080,6910,"Ceramic sinks, washbasins, washbasin pedestal"
9461,691100000080,6911,"Tableware, kitchenware, other household artic"
9475,691300000080,6913,Statuettes and other ornamental ceramic artic
9482,691400000080,6914,Other ceramic articles
9491,700200000080,7002,Glass in balls (other than microspheres of he
9500,700300000080,7003,"Cast glass and rolled glass, in sheets or pro"
9512,700400000080,7004,"Drawn glass and blown glass, in sheets, wheth"
9521,700500000080,7005,Float glass and surface ground or polished gl
9541,700700000080,7007,"Safety glass, consisting of toughened (temper"
9560,700900000080,7009,"Glass mirrors, whether or not framed, includi"
9565,701000000080,7010,"Carboys, bottles, flasks, jars, pots, phials,"
9596,701100000080,7011,"Glass envelopes (including bulbs and tubes),"
9600,701300000080,7013,"Glassware of a kind used for table, kitchen,"
9642,701500000080,7015,"Clock or watch glasses and similar glasses, g"
9645,701600000080,7016,"Paving blocks, slabs, bricks, squares, tiles"
9651,701700000080,7017,"Laboratory, hygienic or pharmaceutical glassw"
9655,701800000080,7018,"Glass beads, imitation pearls, imitation prec"
9669,701900000080,7019,Glass fibres (including glass wool) and artic
9698,710100000080,7101,"Pearls, natural or cultured, whether or not w"
9703,710200000080,7102,"Diamonds, whether or not worked, but not moun"
9711,710300000080,7103,Precious stones (other than diamonds) and sem
9716,710400000080,7104,Synthetic or reconstructed precious or semi-p
9720,710500000080,7105,Dust and powder of natural or synthetic preci
9724,710600000080,7106,Silver (including silver plated with gold or
9730,710800000080,7108,"Gold (including gold plated with platinum), u"
9739,711000000080,7110,"Platinum, unwrought or in semi-manufactured f"
9755,711200000080,7112,Waste and scrap of precious metal or of metal
9762,711300000080,7113,"Articles of jewellery and parts thereof, of p"
9767,711400000080,7114,Articles of goldsmiths' or silversmiths' ware
9772,711500000080,7115,Other articles of precious metal or of metal
9775,711600000080,7116,"Articles of natural or cultured pearls, preci"
9780,711700000080,7117,Imitation jewellery
9785,711800000080,7118,Coin
9791,720100000080,7201,"Pig iron and spiegeleisen in pigs, blocks or"
9802,720200000080,7202,Ferro-alloys
9834,720300000080,7203,Ferrous products obtained by direct reduction
9837,720400000080,7204,Ferrous waste and scrap; remelting scrap ingo
9857,720500000080,7205,"Granules and powders, of pig iron, spiegeleis"
9863,720600000080,7206,Iron and non-alloy steel in ingots or other p
9866,720700000080,7207,Semi-finished products of iron or non-alloy s
9898,720800000080,7208,Flat-rolled products of iron or non-alloy ste
9928,720900000080,7209,Flat-rolled products of iron or non-alloy ste
9956,721000000080,7210,Flat-rolled products of iron or non-alloy ste
9978,721100000080,7211,Flat-rolled products of iron or non-alloy ste
9993,721200000080,7212,Flat-rolled products of iron or non-alloy ste
10011,721300000080,7213,"Bars and rods, hot-rolled, in irregularly wou"
10026,721400000080,7214,Other bars and rods of iron or non-alloy stee
10046,721500000080,7215,Other bars and rods of iron or non-alloy stee
10054,721600000080,7216,"Angles, shapes and sections of iron or non-al"
10091,721700000080,7217,Wire of iron or non-alloy steel
10117,721800000080,7218,Stainless steel in ingots or other primary fo
10130,721900000080,7219,"Flat-rolled products of stainless steel, of a"
10168,722000000080,7220,"Flat-rolled products of stainless steel, of a"
10188,722200000080,7222,Other bars and rods of stainless steel; angle
10231,722400000080,7224,Other alloy steel in ingots or other primary
10251,722500000080,7225,"Flat-rolled products of other alloy steel, of"
10275,722600000080,7226,"Flat-rolled products of other alloy steel, of"
10293,722700000080,7227,"Bars and rods, hot-rolled, in irregularly wou"
10300,722800000080,7228,Other bars and rods of other alloy steel; ang
10339,722900000080,7229,Wire of other alloy steel
10346,730100000080,7301,"Sheet piling of iron or steel, whether or not"
10349,730200000080,7302,Railway or tramway track construction materia
10366,730400000080,7304,"Tubes, pipes and hollow profiles, seamless, o"
10421,730500000080,7305,"Other tubes and pipes (for example, welded, r"
10431,730600000080,7306,"Other tubes, pipes and hollow profiles (for e"
10471,730700000080,7307,"Tube or pipe fittings (for example, couplings"
10505,730800000080,7308,Structures (excluding prefabricated buildings
10523,731000000080,7310,"Tanks, casks, drums, cans, boxes and similar"
10545,731200000080,7312,"Stranded wire, ropes, cables, plaited bands,"
10567,731400000080,7314,"Cloth (including endless bands), grill, netti"
10583,731500000080,7315,"Chain and parts thereof, of iron or steel"
10602,731800000080,7318,"Screws, bolts, nuts, coach screws, screw hook"
10652,731900000080,7319,"Sewing needles, knitting needles, bodkins, cr"
10657,732000000080,7320,"Springs and leaves for springs, of iron or st"
10673,732100000080,7321,"Stoves, ranges, grates, cookers (including th"
10685,732200000080,7322,"Radiators for central heating, not electrical"
10690,732300000080,7323,"Table, kitchen or other household articles an"
10698,732400000080,7324,"Sanitary ware and parts thereof, of iron or s"
10704,732500000080,7325,Other cast articles of iron or steel
10711,732600000080,7326,Other articles of iron or steel
10731,740300000080,7403,"Refined copper and copper alloys, unwrought"
10747,740600000080,7406,Copper powders and flakes
10750,740700000080,7407,"Copper bars, rods and profiles"
10757,740800000080,7408,Copper wire
10767,740900000080,7409,"Copper plates, sheets and strip, of a thickne"
10779,741000000080,7410,Copper foil (whether or not printed or backed
10786,741100000080,7411,Copper tubes and pipes
10796,741200000080,7412,"Copper tube or pipe fittings (for example, co"
10800,741500000080,7415,"Nails, tacks, drawing pins, staples (other th"
10808,741800000080,7418,"Table, kitchen or other household articles an"
10813,741900000080,7419,Other articles of copper
10822,750100000080,7501,"Nickel mattes, nickel oxide sinters and other"
10825,750200000080,7502,Unwrought nickel
10832,750500000080,7505,"Nickel bars, rods, profiles and wire"
10839,750600000080,7506,"Nickel plates, sheets, strip and foil"
10842,750700000080,7507,"Nickel tubes, pipes and tube or pipe fittings"
10847,750800000080,7508,Other articles of nickel
10851,760100000080,7601,Unwrought aluminium
10861,760300000080,7603,Aluminium powders and flakes
10864,760400000080,7604,"Aluminium bars, rods and profiles"
10873,760500000080,7605,Aluminium wire
10880,760600000080,7606,"Aluminium plates, sheets and strip, of a thic"
10897,760700000080,7607,Aluminium foil (whether or not printed or bac
10910,760800000080,7608,Aluminium tubes and pipes
10918,761000000080,7610,Aluminium structures (excluding prefabricated
10924,761200000080,7612,"Aluminium casks, drums, cans, boxes and simil"
10931,761400000080,7614,"Stranded wire, cables, plaited bands and the"
10934,761500000080,7615,"Table, kitchen or other household articles an"
10940,761600000080,7616,Other articles of aluminium
10948,780100000080,7801,Unwrought lead
10956,780400000080,7804,"Lead plates, sheets, strip and foil; lead pow"
10965,790100000080,7901,Unwrought zinc
10974,790300000080,7903,"Zinc dust, powders and flakes"
10981,800100000080,8001,Unwrought tin
10990,810100000080,8101,"Tungsten (wolfram) and articles thereof, incl"
10999,810200000080,8102,"Molybdenum and articles thereof, including wa"
11007,810300000080,8103,"Tantalum and articles thereof, including wast"
11013,810400000080,8104,"Magnesium and articles thereof, including was"
11020,810500000080,8105,Cobalt mattes and other intermediate products
11027,810700000080,8107,"Cadmium and articles thereof, including waste"
11031,810800000080,8108,"Titanium and articles thereof, including wast"
11039,810900000080,8109,"Zirconium and articles thereof, including was"
11043,811000000080,8110,"Antimony and articles thereof, including wast"
11052,811200000080,8112,"Beryllium, chromium, germanium, vanadium, gal"
11087,820100000080,8201,"Hand tools, the following: spades, shovels, m"
11094,820200000080,8202,Handsaws; blades for saws of all kinds (inclu
11106,820300000080,8203,"Files, rasps, pliers (including cutting plier"
11111,820400000080,8204,Hand-operated spanners and wrenches (includin
11116,820500000080,8205,"Hand tools (including glaziers' diamonds), no"
11132,820700000080,8207,"Interchangeable tools for hand tools, whether"
11192,820800000080,8208,"Knives and cutting blades, for machines or fo"
11202,821100000080,8211,"Knives with cutting blades, serrated or not ("
11210,821200000080,8212,Razors and razor blades (including razor blad
11217,821400000080,8214,"Other articles of cutlery (for example, hair"
11221,821500000080,8215,"Spoons, forks, ladles, skimmers, cake-servers"
11236,830100000080,8301,"Padlocks and locks (key, combination or elect"
11248,830200000080,8302,"Base-metal mountings, fittings and similar ar"
11265,830500000080,8305,"Fittings for loose-leaf binders or files, let"
11269,830600000080,8306,"Bells, gongs and the like, non-electric, of b"
11275,830700000080,8307,"Flexible tubing of base metal, with or withou"
11278,830800000080,8308,"Clasps, frames with clasps, buckles, buckle-c"
11282,830900000080,8309,"Stoppers, caps and lids (including crown cork"
11288,831100000080,8311,"Wire, rods, tubes, plates, electrodes and sim"
11295,840100000080,8401,"Nuclear reactors; fuel elements (cartridges),"
11300,840200000080,8402,Steam or other vapour generating boilers (oth
11309,840300000080,8403,Central heating boilers other than those of h
11316,840400000080,8404,Auxiliary plant for use with boilers of headi
11320,840500000080,8405,"Producer gas or water gas generators, with or"
11323,840600000080,8406,Steam turbines and other vapour turbines
11331,840700000080,8407,Spark-ignition reciprocating or rotary intern
11362,840800000080,8408,Compression-ignition internal combustion pist
11419,840900000080,8409,Parts suitable for use solely or principally
11424,841000000080,8410,"Hydraulic turbines, water wheels, and regulat"
11430,841100000080,8411,"Turbojets, turbopropellers and other gas turb"
11451,841200000080,8412,Other engines and motors
11472,841300000080,8413,"Pumps for liquids, whether or not fitted with"
11525,841400000080,8414,"Air or vacuum pumps, air or other gas compres"
11571,841500000080,8415,"Air-conditioning machines, comprising a motor"
11581,841600000080,8416,"Furnace burners for liquid fuel, for pulveris"
11592,841700000080,8417,"Industrial or laboratory furnaces and ovens,"
11602,841800000080,8418,"Refrigerators, freezers and other refrigerati"
11635,841900000080,8419,"Machinery, plant or laboratory equipment, whe"
11660,842000000080,8420,"Calendering or other rolling machines, other"
11672,842100000080,8421,"Centrifuges, including centrifugal dryers; fi"
11700,842200000080,8422,Dishwashing machines; machinery for cleaning
11710,842300000080,8423,Weighing machinery (excluding balances of a s
11739,842400000080,8424,Mechanical appliances (whether or not hand-op
11764,842500000080,8425,Pulley tackle and hoists other than skip hois
11775,842600000080,8426,"Ships' derricks; cranes, including cable cran"
11790,842700000080,8427,Fork-lift trucks; other works trucks fitted w
11800,842800000080,8428,"Other lifting, handling, loading or unloading"
11821,842900000080,8429,"Self-propelled bulldozers, angledozers, grade"
11842,843000000080,8430,"Other moving, grading, levelling, scraping, e"
11855,843100000080,8431,Parts suitable for use solely or principally
11868,843200000080,8432,"Agricultural, horticultural or forestry machi"
11889,843300000080,8433,"Harvesting or threshing machinery, including"
11928,843400000080,8434,Milking machines and dairy machinery
11932,843500000080,8435,"Presses, crushers and similar machinery used"
11935,843600000080,8436,"Other agricultural, horticultural, forestry,"
11946,843700000080,8437,"Machines for cleaning, sorting or grading see"
11950,843800000080,8438,"Machinery, not specified or included elsewher"
11965,843900000080,8439,Machinery for making pulp of fibrous cellulos
11972,844000000080,8440,"Bookbinding machinery, including book-sewing"
11980,844100000080,8441,"Other machinery for making up paper pulp, pap"
11993,844200000080,8442,"Machinery, apparatus and equipment (other tha"
11997,844300000080,8443,Printing machinery used for printing by means
12035,844500000080,8445,Machines for preparing textile fibres; spinni
12045,844600000080,8446,Weaving machines (looms)
12051,844700000080,8447,"Knitting machines, stitch-bonding machines an"
12059,844800000080,8448,Auxiliary machinery for use with machines of
12078,845000000080,8450,"Household or laundry-type washing machines, i"
12089,845100000080,8451,Machinery (other than machines of heading 845
12102,845200000080,8452,"Sewing machines, other than book-sewing machi"
12113,845300000080,8453,"Machinery for preparing, tanning or working h"
12118,845400000080,8454,"Converters, ladles, ingot moulds and casting"
12125,845500000080,8455,Metal-rolling mills and rolls therefor
12137,845600000080,8456,Machine tools for working any material by rem
12154,845700000080,8457,"Machining centres, unit construction machines"
12162,845800000080,8458,Lathes (including turning centres) for removi
12176,845900000080,8459,Machine tools (including way-type unit head m
12198,846000000080,8460,"Machine tools for deburring, sharpening, grin"
12216,846100000080,8461,"Machine tools for planing, shaping, slotting,"
12240,846200000080,8462,Machine tools (including presses) for working
12274,846300000080,8463,Other machine tools for working metal or cerm
12281,846400000080,8464,"Machine tools for working stone, ceramics, co"
12289,846500000080,8465,Machine tools (including machines for nailing
12305,846600000080,8466,Parts and accessories suitable for use solely
12332,846700000080,8467,"Tools for working in the hand, pneumatic, hyd"
12365,846800000080,8468,"Machinery and apparatus for soldering, brazin"
12370,847000000080,8470,Calculating machines and pocket-size data-rec
12378,847100000080,8471,Automatic data-processing machines and units
12399,847200000080,8472,"Other office machines (for example, hectograp"
12407,847300000080,8473,"Parts and accessories (other than covers, car"
12424,847400000080,8474,"Machinery for sorting, screening, separating,"
12437,847500000080,8475,Machines for assembling electric or electroni
12445,847600000080,8476,Automatic goods-vending machines (for example
12457,847700000080,8477,Machinery for working rubber or plastics or f
12479,847800000080,8478,"Machinery for preparing or making up tobacco,"
12482,847900000080,8479,Machines and mechanical appliances having ind
12507,848000000080,8480,Moulding boxes for metal foundry; mould bases
12521,848100000080,8481,"Taps, cocks, valves and similar appliances fo"
12562,848200000080,8482,Ball or roller bearings
12576,848300000080,8483,Transmission shafts (including cam shafts and
12612,848400000080,8484,Gaskets and similar joints of metal sheeting
12616,848600000080,8486,Machines and apparatus of a kind used solely
12622,848700000080,8487,"Machinery parts, not containing electrical co"
12634,850100000080,8501,Electric motors and generators (excluding gen
12669,850200000080,8502,Electric generating sets and rotary converter
12695,850400000080,8504,"Electrical transformers, static converters (f"
12736,850500000080,8505,Electromagnets; permanent magnets and article
12749,850600000080,8506,Primary cells and primary batteries
12768,850700000080,8507,"Electric accumulators, including separators t"
12785,850800000080,8508,Vacuum cleaners
12791,850900000080,8509,"Electromechanical domestic appliances, with s"
12795,851000000080,8510,"Shavers, hair clippers and hair-removing appl"
12800,851100000080,8511,Electrical ignition or starting equipment of
12808,851200000080,8512,Electrical lighting or signalling equipment (
12818,851300000080,8513,Portable electric lamps designed to function
12821,851400000080,8514,Industrial or laboratory electric furnaces an
12835,851500000080,8515,"Electric (including electrically heated gas),"
12857,851600000080,8516,Electric instantaneous or storage water heate
12891,851700000080,8517,"Telephone sets, including telephones for cell"
12905,851800000080,8518,Microphones and stands therefor; loudspeakers
12923,851900000080,8519,Sound recording or sound reproducing apparatu
12950,852100000080,8521,"Video recording or reproducing apparatus, whe"
12955,852200000080,8522,Parts and accessories suitable for use solely
12966,852300000080,8523,"Discs, tapes, solid-state non-volatile storag"
12995,852500000080,8525,Transmission apparatus for radio-broadcasting
13006,852600000080,8526,"Radar apparatus, radio navigational aid appar"
13013,852700000080,8527,"Reception apparatus for radio-broadcasting, w"
13051,852800000080,8528,"Monitors and projectors, not incorporating te"
13085,852900000080,8529,Parts suitable for use solely or principally
13110,853000000080,8530,"Electrical signalling, safety or traffic cont"
13114,853100000080,8531,Electric sound or visual signalling apparatus
13127,853200000080,8532,"Electrical capacitors, fixed, variable or adj"
13138,853300000080,8533,Electrical resistors (including rheostats and
13155,853500000080,8535,Electrical apparatus for switching or protect
13165,853600000080,8536,Electrical apparatus for switching or protect
13207,853700000080,8537,"Boards, panels, consoles, desks, cabinets and"
13217,853800000080,8538,Parts suitable for use solely or principally
13226,853900000080,8539,"Electric filament or discharge lamps, includi"
13259,854000000080,8540,"Thermionic, cold cathode or photocathode valv"
13277,854100000080,8541,"Diodes, transistors and similar semiconductor"
13289,854200000080,8542,Electronic integrated circuits
13321,854300000080,8543,"Electrical machines and apparatus, having ind"
13344,854400000080,8544,Insulated (including enamelled or anodised) w
13368,854500000080,8545,"Carbon electrodes, carbon brushes, lamp carbo"
13376,854600000080,8546,Electrical insulators of any material
13382,854700000080,8547,"Insulating fittings for electrical machines,"
13386,854800000080,8548,"Waste and scrap of primary cells, primary bat"
13401,860100000080,8601,Rail locomotives powered from an external sou
13404,860200000080,8602,Other rail locomotives; locomotive tenders
13407,860300000080,8603,"Self-propelled railway or tramway coaches, va"
13412,860600000080,8606,"Railway or tramway goods vans and wagons, not"
13421,860700000080,8607,Parts of railway or tramway locomotives or ro
13446,870100000080,8701,Tractors (other than tractors of heading 8709
13468,870200000080,8702,Motor vehicles for the transport of ten or mo
13492,870300000080,8703,Motor cars and other motor vehicles principal
13537,870400000080,8704,Motor vehicles for the transport of goods
13577,870500000080,8705,"Special purpose motor vehicles, other than th"
13592,870700000080,8707,"Bodies (including cabs), for the motor vehicl"
13599,870800000080,8708,Parts and accessories of the motor vehicles o
13680,870900000080,8709,"Works trucks, self-propelled, not fitted with"
13690,871100000080,8711,Motorcycles (including mopeds) and cycles fit
13709,871300000080,8713,"Carriages for disabled persons, whether or no"
13712,871400000080,8714,Parts and accessories of vehicles of headings
13746,871600000080,8716,"Trailers and semi-trailers; other vehicles, n"
13771,880200000080,8802,"Other aircraft (for example, helicopters, aer"
13783,880300000080,8803,Parts of goods of heading 8801 or 8802
13795,880500000080,8805,Aircraft launching gear; deck-arrestor or sim
13803,890100000080,8901,"Cruise ships, excursion boats, ferry-boats, c"
13819,890300000080,8903,Yachts and other vessels for pleasure or spor
13842,890500000080,8905,"Light-vessels, fire-floats, dredgers, floatin"
13850,890600000080,8906,"Other vessels, including warships and lifeboa"
13857,890700000080,8907,"Other floating structures (for example, rafts"
13863,900100000080,9001,Optical fibres and optical fibre bundles; opt
13884,900200000080,9002,"Lenses, prisms, mirrors and other optical ele"
13890,900300000080,9003,"Frames and mountings for spectacles, goggles"
13895,900400000080,9004,"Spectacles, goggles and the like, corrective,"
13904,900500000080,9005,"Binoculars, monoculars, other optical telesco"
13908,900600000080,9006,Photographic (other than cinematographic) cam
13924,900700000080,9007,"Cinematographic cameras and projectors, wheth"
13930,900800000080,9008,"Image projectors, other than cinematographic;"
13933,901000000080,9010,Apparatus and equipment for photographic (inc
13940,901100000080,9011,"Compound optical microscopes, including those"
13951,901200000080,9012,Microscopes other than optical microscopes; d
13958,901300000080,9013,Liquid crystal devices not constituting artic
13972,901400000080,9014,Direction finding compasses; other navigation
13979,901500000080,9015,Surveying (including photogrammetrical survey
14000,901700000080,9017,"Drawing, marking-out or mathematical calculat"
14014,901800000080,9018,"Instruments and appliances used in medical, s"
14049,901900000080,9019,Mechano-therapy appliances; massage apparatus
14055,902100000080,9021,"Orthopaedic appliances, including crutches, s"
14074,902200000080,9022,Apparatus based on the use of X-rays or of al
14090,902400000080,9024,Machines and appliances for testing the hardn
14101,902500000080,9025,"Hydrometers and similar floating instruments,"
14115,902600000080,9026,Instruments and apparatus for measuring or ch
14132,902700000080,9027,Instruments and apparatus for physical or che
14154,902800000080,9028,"Gas, liquid or electricity supply or producti"
14165,902900000080,9029,"Revolution counters, production counters, tax"
14173,903000000080,9030,"Oscilloscopes, spectrum analysers and other i"
14193,903100000080,9031,"Measuring or checking instruments, appliances"
14205,903200000080,9032,Automatic regulating or controlling instrumen
14218,910100000080,9101,"Wristwatches, pocket-watches and other watche"
14228,910200000080,9102,"Wristwatches, pocket-watches and other watche"
14239,910300000080,9103,"Clocks with watch movements, excluding clocks"
14243,910500000080,9105,Other clocks
14253,910600000080,9106,Time of day recording apparatus and apparatus
14257,910800000080,9108,"Watch movements, complete and assembled"
14264,910900000080,9109,"Clock movements, complete and assembled"
14267,911000000080,9110,"Complete watch or clock movements, unassemble"
14275,911100000080,9111,Watch cases and parts thereof
14280,911200000080,9112,Clock cases and cases of a similar type for o
14283,911300000080,9113,"Watch straps, watch bands and watch bracelets"
14289,911400000080,9114,Other clock or watch parts
14295,920100000080,9201,"Pianos, including automatic pianos; harpsicho"
14301,920200000080,9202,Other string musical instruments (for example
14308,920500000080,9205,"Wind musical instruments (for example, keyboa"
14316,920700000080,9207,"Musical instruments, the sound of which is pr"
14325,920800000080,9208,"Musical boxes, fairground organs, mechanical"
14328,920900000080,9209,"Parts (for example, mechanisms for musical bo"
14342,930100000080,9301,"Military weapons, other than revolvers, pisto"
14347,930300000080,9303,Other firearms and similar devices which oper
14355,930500000080,9305,Parts and accessories of articles of headings
14361,930600000080,9306,"Bombs, grenades, torpedoes, mines, missiles a"
14376,940100000080,9401,"Seats (other than those of heading 9402), whe"
14397,940200000080,9402,"Medical, surgical, dental or veterinary furni"
14400,940300000080,9403,Other furniture and parts thereof
14436,940400000080,9404,Mattress supports; articles of bedding and si
14449,940500000080,9405,Lamps and lighting fittings including searchl
14488,940600000080,9406,Prefabricated buildings
14525,950400000080,9504,"Video game consoles and machines, articles fo"
14536,950500000080,9505,"Festive, carnival or other entertainment arti"
14541,950600000080,9506,Articles and equipment for general physical e
14581,950700000080,9507,"Fishing rods, fish-hooks and other line fishi"
14588,950800000080,9508,"Roundabouts, swings, shooting galleries and o"
14592,960100000080,9601,"Worked ivory, bone, tortoiseshell, horn, antl"
14596,960300000080,9603,"Brooms, brushes (including brushes constituti"
14617,960600000080,9606,"Buttons, press-fasteners, snap-fasteners and"
14624,960700000080,9607,Slide fasteners and parts thereof
14631,960800000080,9608,Ballpoint pens; felt-tipped and other porous-
14645,960900000080,9609,"Pencils (other than pencils of heading 9608),"
14655,961200000080,9612,"Typewriter or similar ribbons, inked or other"
14661,961300000080,9613,"Cigarette lighters and other lighters, whethe"
14669,961500000080,9615,"Combs, hair-slides and the like; hairpins, cu"
14674,961600000080,9616,"Scent sprays and similar toilet sprays, and m"
14701,970100000080,9701,"Paintings, drawings and pastels, executed ent"
15001,430400000080,4304,N/A2
15002,570500000080,5705,N/A
15003,630900000080,6309,N/A
15004,650400000080,6504,N/A
15005,650500000080,6505,N/A
15006,950300000080,9503,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and similar recreational mo"
15007,420100000080,4201,Saddlery and harness for any animal (includin
15008,853400000080,8534,Printed circuits
15009,880600000080,8806,8806 custom info name
